TransactionID,CardNumber,Merchant,Amount,PurchaseDatetime,CardIssuer
476775,347-47-0667,Demaco,11237.12762,2021-04-20 18:44:15Z,Maestro
830525,134-35-4852,Telekom,17731.89476,2021-07-08 07:18:55Z,UnionPay
150558,105-66-5586,CarMax,9306.261718,2021-08-22 20:28:17Z,Citibank
465267,345-71-0885,DynCorp,16289.25669,2021-07-22 11:10:40Z,American Express
569752,636-02-3822,It Smart Group,14131.00954,2021-04-12 10:17:53Z,Chase
269002,583-85-7164,Global Print,3603.958506,2021-01-23 05:28:56Z,American Express
213707,803-22-4017,Demaco,8216.361708,2021-08-29 20:55:57Z,Citibank
729720,824-65-1518,BuzzFeed,1484.460912,2021-05-12 10:01:09Z,Maestro
615181,348-74-5400,UPC,6225.27407,2021-01-06 02:10:46Z,Bank of America
418681,075-68-1033,Erickson,1184.965686,2021-03-26 18:58:21Z,Bank of America
337696,428-12-4181,Comcast,16987.96417,2021-03-10 17:31:39Z,Bank of America
457797,606-32-8656,Apple Inc.,2739.512251,2021-03-11 15:12:54Z,Chase
212865,810-82-6185,BuzzFeed,656.3138132,2021-04-16 15:53:35Z,Wells Fargo
381583,773-36-5267,Boeing,1788.189711,2021-07-08 08:10:24Z,Bank of America
422499,011-20-5434,It Smart Group,18616.46768,2021-06-01 15:07:52Z,American Express
348645,181-68-1544,Comcast,2371.67771,2021-02-02 00:45:32Z,American Express
700118,816-73-7264,Facebook,5011.40544,2021-01-14 19:58:53Z,Capital One
694908,637-18-8217,It Smart Group,230.9218717,2021-06-23 01:17:27Z,Maestro
731785,427-26-4174,Facebook,6858.252103,2021-06-21 05:40:06Z,MasterCard
907227,232-33-8711,Carrefour,19421.18958,2021-01-28 13:51:16Z,Visa
719233,323-08-2058,Coca-Cola Company,9049.791466,2021-02-28 13:47:23Z,Maestro
322162,001-78-5567,BuzzFeed,11259.7563,2021-04-03 09:04:58Z,Chase
995381,478-83-4181,Apple Inc.,17144.38026,2021-04-08 16:35:37Z,Citibank
487952,536-34-7814,CarMax,13152.05211,2021-06-28 05:57:47Z,Maestro
225892,478-07-6871,Telekom,9569.849783,2021-02-06 16:21:37Z,Maestro
388499,031-21-8088,Coca-Cola Company,12815.61766,2021-04-13 13:46:27Z,Visa
111492,842-34-2305,Metro Cash&Carry,16480.91868,2021-06-20 01:14:38Z,Bank of America
422173,652-07-4277,Telekom,4877.888054,2021-01-18 15:32:20Z,Capital One
567455,458-65-8450,Team Guard SRL,6564.567973,2021-04-01 17:44:24Z,Bank of America
736429,760-55-5756,It Smart Group,6844.145634,2021-03-31 07:46:43Z,UnionPay
482851,664-42-2061,DynCorp,5799.478762,2021-02-04 14:46:50Z,Capital One
867754,872-51-8188,Erickson,16255.99908,2021-07-12 14:03:19Z,MasterCard
639276,623-81-7544,ExxonMobil,523.693601,2021-03-30 11:01:55Z,Citibank
582676,170-78-2658,It Smart Group,734.658556,2021-04-16 18:24:11Z,MasterCard
688553,481-16-5303,Metro Cash&Carry,19404.30281,2021-08-30 19:36:30Z,Visa
333046,682-58-1827,Areon Impex,7410.211785,2021-03-10 03:19:22Z,UnionPay
882864,504-33-0552,Danone,3430.207449,2021-01-10 20:38:09Z,Wells Fargo
105787,134-40-3885,Telekom,3011.808329,2021-08-31 13:11:44Z,Chase
394819,438-28-8232,Boeing,18081.46161,2021-05-20 02:40:18Z,MasterCard
914715,418-87-2656,Comodo,2607.57793,2021-01-04 06:21:19Z,American Express
374965,160-61-7604,Telekom,2152.036081,2021-01-30 15:21:16Z,Wells Fargo
433521,348-14-6088,Amazon.com,16392.61825,2021-01-26 05:39:22Z,Maestro
921771,285-83-6186,UPC,18623.47605,2021-02-22 16:44:58Z,Citibank
585402,811-84-3310,UPC,10827.87349,2021-04-04 16:41:26Z,Chase
223979,773-80-8680,DynCorp,14072.0904,2021-08-03 02:12:07Z,Maestro
687488,171-24-1530,ENEL,2173.194721,2021-07-10 17:05:36Z,Maestro
431620,110-44-7471,Leadertech Consulting,12384.4289,2021-06-15 05:44:03Z,Chase
264637,425-86-2712,Mars,959.9471488,2021-09-05 05:11:49Z,Maestro
697978,830-04-7362,Areon Impex,15652.85634,2021-04-20 16:10:53Z,Capital One
247984,564-28-0407,Facebook,10922.37279,2021-03-02 19:16:05Z,Citibank
446084,077-14-3850,Boeing,6083.339114,2021-07-11 01:52:01Z,Chase
108309,748-68-5701,CarMax,14146.95626,2021-05-22 07:38:46Z,UnionPay
319777,031-57-1657,BuzzFeed,18598.46324,2021-04-29 05:14:16Z,Bank of America
103192,142-35-0766,Leadertech Consulting,5733.957691,2021-06-19 22:22:38Z,American Express
258327,145-28-6565,Biolife Grup,9857.487615,2021-06-27 06:29:38Z,Bank of America
358631,112-63-6481,Comodo,4316.953514,2021-01-22 18:49:03Z,Chase
760382,853-42-5384,Boeing,16583.9942,2021-04-23 00:04:05Z,Capital One
420337,832-23-2782,Areon Impex,10910.67181,2021-06-12 14:43:45Z,Citibank
838681,702-72-3427,Boeing,12263.18849,2021-08-07 22:28:28Z,Wells Fargo
364624,010-51-1700,Vodafone,3671.183832,2021-03-06 15:55:15Z,Visa
926952,355-41-2463,Zepter,1514.545511,2021-02-17 03:10:26Z,Visa
739151,725-05-6638,It Smart Group,11917.93664,2021-03-03 14:51:33Z,American Express
795644,105-78-4218,ENEL,468.0134156,2021-01-04 18:30:13Z,Citibank
604766,043-88-2028,Global Print,9618.455518,2021-06-18 14:43:23Z,Bank of America
300916,865-72-7506,Erickson,2521.777188,2021-04-16 00:33:18Z,Capital One
809399,565-50-8781,ENEL,15340.39361,2021-03-10 14:55:17Z,Citibank
568853,358-87-6367,Areon Impex,17111.4686,2021-08-10 08:15:56Z,MasterCard
548523,778-08-5267,Zepter,1004.508966,2021-07-28 03:56:02Z,Wells Fargo
556529,322-56-6040,Danone,11145.40119,2021-02-01 07:23:25Z,Discover
711059,417-50-2805,Boeing,2451.723794,2021-05-06 19:48:44Z,Citibank
611131,478-77-0168,Boeing,11888.72842,2021-01-27 09:19:16Z,Maestro
344446,057-47-0307,DynCorp,11975.71619,2021-05-24 08:14:49Z,Discover
855641,731-01-3327,AECOM,14674.72327,2021-04-07 05:50:32Z,American Express
802363,084-76-7037,Areon Impex,5480.230691,2021-04-30 06:35:29Z,Discover
650030,667-88-5438,DynCorp,8689.377274,2021-08-04 00:57:27Z,Bank of America
728414,775-26-1206,Comodo,469.4588992,2021-01-31 20:27:14Z,Citibank
202101,723-13-7731,Metro Cash&Carry,1434.246947,2021-03-06 00:24:53Z,Citibank
149921,377-16-0536,Amazon.com,14051.54184,2021-08-17 14:01:50Z,Visa
842529,588-25-0202,Leadertech Consulting,15929.0072,2021-01-12 05:51:23Z,Bank of America
763433,573-50-0347,CarMax,9783.446869,2021-02-25 09:49:34Z,American Express
432685,801-64-4471,Coca-Cola Company,17319.48161,2021-06-14 11:43:16Z,American Express
592129,354-16-2062,Vodafone,6838.396351,2021-02-12 10:46:30Z,Capital One
717863,837-86-6353,UPC,6446.978739,2021-06-24 21:57:17Z,Discover
120619,471-02-2438,DynCorp,16897.40362,2021-06-21 03:13:03Z,Chase
780400,745-84-5503,Coca-Cola Company,10155.40453,2021-04-16 20:41:45Z,UnionPay
390995,542-35-2342,BuzzFeed,16004.17058,2021-07-07 14:19:12Z,Citibank
420039,161-78-0226,Comcast,7558.962916,2021-06-23 21:29:53Z,Wells Fargo
918472,100-74-7353,Boeing,5205.864297,2021-01-18 04:49:20Z,Chase
356473,821-51-0773,21st Century Fox,3775.884501,2021-06-15 19:11:25Z,Capital One
164410,500-88-5554,Amazon.com,6464.169477,2021-01-30 07:20:13Z,Maestro
882661,362-64-7780,ExxonMobil,3489.408347,2021-06-18 14:51:45Z,Wells Fargo
917145,671-68-5564,Vodafone,2355.843327,2021-05-16 10:52:18Z,Maestro
975495,060-11-2111,BuzzFeed,4732.680124,2021-03-14 07:47:25Z,Maestro
628120,682-81-7633,Boeing,4816.730577,2021-05-09 08:38:53Z,American Express
961992,710-87-8515,DynCorp,18770.77285,2021-01-09 02:26:18Z,Bank of America
713747,804-18-1012,21st Century Fox,7501.877778,2021-01-07 08:57:50Z,Visa
406331,117-77-0065,Mars,16409.13143,2021-03-12 04:27:57Z,American Express
577117,624-13-0454,UPC,15692.55599,2021-07-20 04:55:06Z,Maestro
436785,328-13-7268,AECOM,19446.16655,2021-04-11 01:56:25Z,MasterCard
242202,461-25-2550,Facebook,18725.63794,2021-02-19 04:16:05Z,Visa
511087,347-47-0667,Demaco,1703.734194,2021-05-30 08:55:45Z,Bank of America
797656,134-35-4852,Erickson,6291.797196,2021-08-09 07:56:29Z,Capital One
863454,105-66-5586,Facebook,1759.565658,2021-06-22 09:19:29Z,Capital One
391632,345-71-0885,Danone,13738.77862,2021-07-15 02:01:05Z,American Express
372958,636-02-3822,Mars,12647.88987,2021-04-29 08:58:36Z,Bank of America
276529,583-85-7164,Facebook,17762.98825,2021-05-16 13:58:01Z,American Express
511154,803-22-4017,Biolife Grup,12904.30563,2021-07-16 03:15:48Z,Discover
362179,824-65-1518,CarMax,4195.035325,2021-08-14 10:58:31Z,Discover
642982,348-74-5400,DynCorp,18088.72894,2021-06-30 16:47:40Z,Wells Fargo
566737,075-68-1033,Mars,14225.19025,2021-03-21 05:25:39Z,American Express
998558,428-12-4181,Facebook,5076.487063,2021-02-27 04:54:27Z,Capital One
407683,606-32-8656,Telekom,9890.651671,2021-03-16 01:16:47Z,Wells Fargo
478917,810-82-6185,BuzzFeed,10490.49754,2021-03-08 19:53:05Z,UnionPay
138509,773-36-5267,Amazon.com,7635.191686,2021-02-23 09:40:29Z,Citibank
504401,011-20-5434,Coca-Cola Company,7544.640403,2021-07-07 04:21:13Z,Citibank
976053,181-68-1544,Comodo,13545.09754,2021-07-23 17:46:26Z,Discover
135688,816-73-7264,CarMax,3411.167106,2021-07-27 22:24:41Z,Bank of America
552598,637-18-8217,Mars,4100.613754,2021-07-31 06:26:18Z,UnionPay
937192,427-26-4174,ExxonMobil,4269.693117,2021-06-19 02:54:17Z,MasterCard
507271,232-33-8711,Comcast,2374.869872,2021-06-27 11:19:28Z,UnionPay
921303,323-08-2058,Apple Inc.,1473.090912,2021-06-21 12:03:00Z,Wells Fargo
960214,001-78-5567,Coca-Cola Company,1620.697014,2021-03-30 04:26:00Z,Wells Fargo
405678,478-83-4181,AECOM,13998.55746,2021-07-22 16:02:22Z,Discover
965708,536-34-7814,Carrefour,19985.87814,2021-06-09 15:01:42Z,Maestro
276511,478-07-6871,21st Century Fox,3825.36932,2021-06-15 22:23:28Z,Capital One
726065,031-21-8088,ENEL,17467.02615,2021-05-12 02:42:49Z,Discover
502342,842-34-2305,DynCorp,8239.023646,2021-05-01 03:19:19Z,Bank of America
925241,652-07-4277,ENEL,14181.09643,2021-06-09 18:10:55Z,Chase
515470,458-65-8450,AECOM,19071.72335,2021-06-21 04:13:47Z,American Express
487697,760-55-5756,Metro Cash&Carry,3356.587228,2021-07-29 12:32:51Z,Chase
646433,664-42-2061,Areon Impex,15329.51239,2021-08-04 19:23:44Z,UnionPay
880551,872-51-8188,CarMax,13347.41281,2021-02-13 18:34:36Z,Visa
849430,623-81-7544,Telekom,11182.33678,2021-02-17 02:52:40Z,Discover
988088,170-78-2658,Apple Inc.,15322.95419,2021-08-20 05:38:33Z,Visa
270713,481-16-5303,Areon Impex,15897.57774,2021-05-11 11:04:35Z,Citibank
779133,682-58-1827,UPC,14735.31758,2021-06-19 14:57:41Z,Discover
832905,504-33-0552,Biolife Grup,16736.27487,2021-08-08 07:12:53Z,Discover
938265,134-40-3885,Carrefour,5201.171449,2021-06-01 18:41:15Z,American Express
144679,438-28-8232,Erickson,12148.40667,2021-01-27 17:47:02Z,Capital One
167240,418-87-2656,Apple Inc.,19860.01518,2021-05-23 14:51:09Z,UnionPay
980191,160-61-7604,Erickson,19785.4824,2021-03-31 13:32:37Z,Maestro
708971,348-14-6088,Carrefour,15019.98793,2021-05-11 21:08:49Z,Discover
465919,285-83-6186,It Smart Group,19.42284593,2021-04-28 21:37:12Z,UnionPay
879285,811-84-3310,DynCorp,16147.04615,2021-03-27 12:47:08Z,Wells Fargo
781093,773-80-8680,Vodafone,12134.80896,2021-03-30 07:14:16Z,Capital One
151482,171-24-1530,21st Century Fox,16133.47762,2021-06-04 07:28:51Z,Bank of America
129417,110-44-7471,Facebook,9593.485532,2021-07-18 01:11:43Z,Wells Fargo
710321,425-86-2712,Carrefour,11630.27099,2021-03-23 10:27:12Z,Chase
228801,830-04-7362,Boeing,8968.736594,2021-03-11 20:47:47Z,Visa
969965,564-28-0407,Areon Impex,6934.00316,2021-01-05 13:28:03Z,Visa
809253,077-14-3850,Team Guard SRL,16363.70722,2021-04-26 12:18:29Z,MasterCard
400513,748-68-5701,Areon Impex,16619.86394,2021-03-06 05:44:01Z,Discover
109633,031-57-1657,Telekom,9700.819965,2021-06-21 11:22:08Z,American Express
170472,142-35-0766,Facebook,18165.59795,2021-08-25 10:45:17Z,MasterCard
550498,145-28-6565,DynCorp,5489.309838,2021-04-29 02:47:40Z,UnionPay
246269,112-63-6481,ExxonMobil,14325.04043,2021-01-12 08:15:52Z,MasterCard
586325,853-42-5384,Biolife Grup,3891.793512,2021-07-15 06:44:36Z,American Express
813016,832-23-2782,Carrefour,15194.88894,2021-01-13 13:54:16Z,Maestro
376420,702-72-3427,Zepter,19999.44602,2021-03-14 10:54:27Z,Citibank
389754,010-51-1700,Mars,11049.60406,2021-08-04 11:20:25Z,MasterCard
261209,355-41-2463,UPC,15523.32339,2021-08-27 13:29:35Z,Bank of America
696059,725-05-6638,Team Guard SRL,16770.48581,2021-01-24 19:12:44Z,Maestro
666216,105-78-4218,Team Guard SRL,15752.9706,2021-01-24 06:36:40Z,MasterCard
762936,043-88-2028,Erickson,7979.923966,2021-01-26 04:37:51Z,MasterCard
363621,865-72-7506,UPC,1429.577176,2021-08-06 09:37:28Z,Capital One
372012,565-50-8781,Metro Cash&Carry,1856.583149,2021-03-26 05:01:18Z,Maestro
785489,358-87-6367,Areon Impex,8569.993437,2021-03-12 14:49:19Z,Discover
112731,778-08-5267,Comodo,3137.853458,2021-05-18 12:26:51Z,American Express
673650,322-56-6040,AECOM,2545.470477,2021-07-03 00:27:00Z,Discover
341030,417-50-2805,CarMax,8284.870138,2021-05-17 09:13:12Z,American Express
199882,478-77-0168,It Smart Group,6560.14659,2021-04-08 12:46:10Z,Chase
151270,057-47-0307,Coca-Cola Company,19485.72534,2021-03-03 12:34:20Z,Wells Fargo
835149,731-01-3327,Coca-Cola Company,12003.87383,2021-01-22 08:46:09Z,MasterCard
965590,084-76-7037,Vodafone,17776.80073,2021-05-19 01:58:57Z,Discover
297233,667-88-5438,Erickson,18545.60717,2021-08-22 01:20:37Z,Maestro
104722,775-26-1206,Comodo,9455.556046,2021-08-07 02:33:33Z,Discover
336342,723-13-7731,Metro Cash&Carry,5481.808066,2021-04-24 21:06:58Z,Citibank
732668,377-16-0536,Amazon.com,8746.808641,2021-01-12 08:18:04Z,Discover
314847,588-25-0202,Zepter,11865.54319,2021-04-20 20:02:50Z,Capital One
489125,573-50-0347,Erickson,7454.905846,2021-05-05 08:11:51Z,MasterCard
554820,801-64-4471,Comcast,9486.553163,2021-07-11 04:03:51Z,Maestro
607949,354-16-2062,Global Print,4492.216109,2021-03-28 12:36:31Z,Discover
114886,837-86-6353,Coca-Cola Company,10866.18826,2021-08-01 14:24:37Z,Wells Fargo
138269,471-02-2438,Amazon.com,1048.910749,2021-08-22 05:25:02Z,Bank of America
270643,745-84-5503,Areon Impex,8665.60082,2021-07-17 16:01:33Z,Capital One
502527,542-35-2342,Boeing,1561.311215,2021-07-08 18:44:13Z,Discover
818244,161-78-0226,AECOM,2274.334954,2021-08-07 08:51:58Z,American Express
629891,100-74-7353,Comodo,4042.61424,2021-07-30 12:57:13Z,Bank of America
671339,821-51-0773,Global Print,19211.70983,2021-04-20 17:22:09Z,UnionPay
934828,500-88-5554,21st Century Fox,13684.55132,2021-03-30 14:30:13Z,UnionPay
129970,362-64-7780,Metro Cash&Carry,12362.43162,2021-02-27 15:53:03Z,UnionPay
888472,671-68-5564,Carrefour,18557.31677,2021-02-19 04:03:20Z,Citibank
755213,060-11-2111,Leadertech Consulting,632.0069601,2021-06-10 06:56:37Z,UnionPay
289719,682-81-7633,DynCorp,4099.410818,2021-04-02 20:35:10Z,Citibank
183683,710-87-8515,Leadertech Consulting,9000.625802,2021-04-01 12:33:50Z,Visa
802888,804-18-1012,Danone,3546.153113,2021-04-10 10:14:50Z,UnionPay
658759,117-77-0065,Mars,9307.641781,2021-07-29 11:44:48Z,Chase
367905,624-13-0454,Global Print,2757.983951,2021-04-07 11:49:55Z,Citibank
449566,328-13-7268,Biolife Grup,5679.665681,2021-04-08 13:52:55Z,Discover
288691,461-25-2550,Vodafone,7476.964461,2021-07-19 20:25:22Z,Citibank
776723,347-47-0667,Areon Impex,17638.56389,2021-01-24 10:44:37Z,UnionPay
403787,134-35-4852,Global Print,16001.38901,2021-03-01 00:30:08Z,American Express
793912,105-66-5586,Facebook,2191.926661,2021-02-21 03:12:05Z,Visa
785792,345-71-0885,Comcast,14112.86528,2021-01-14 22:04:58Z,UnionPay
542090,636-02-3822,Boeing,1467.630473,2021-02-14 03:53:44Z,Chase
569503,583-85-7164,Danone,12473.14884,2021-07-30 05:29:42Z,UnionPay
542551,803-22-4017,Carrefour,4075.557167,2021-08-26 07:24:33Z,MasterCard
592046,824-65-1518,Mars,19910.84883,2021-02-02 10:26:24Z,Visa
965727,348-74-5400,Coca-Cola Company,3230.316507,2021-07-02 06:56:56Z,American Express
529520,075-68-1033,Danone,19005.74681,2021-01-27 12:09:26Z,American Express
973959,428-12-4181,Metro Cash&Carry,574.7103747,2021-08-11 03:04:57Z,Chase
614005,606-32-8656,BuzzFeed,18193.62557,2021-02-07 06:53:58Z,Visa
591029,810-82-6185,It Smart Group,4314.776749,2021-06-18 03:56:35Z,Wells Fargo
860417,773-36-5267,AECOM,5471.746823,2021-07-18 20:03:30Z,American Express
383904,011-20-5434,Telekom,4239.772935,2021-06-18 12:45:04Z,Maestro
864910,181-68-1544,Erickson,7126.30543,2021-06-27 03:42:37Z,UnionPay
463460,816-73-7264,Apple Inc.,16876.71917,2021-09-01 16:56:12Z,MasterCard
627068,637-18-8217,AECOM,18553.05545,2021-01-13 00:49:21Z,Visa
605754,427-26-4174,AECOM,7023.628834,2021-03-29 11:52:07Z,MasterCard
721679,232-33-8711,BuzzFeed,6213.801419,2021-08-07 14:35:23Z,Citibank
307737,323-08-2058,Carrefour,3544.429911,2021-02-09 21:46:08Z,Citibank
624848,001-78-5567,DynCorp,12723.73552,2021-01-06 22:29:39Z,Discover
627342,478-83-4181,ExxonMobil,14320.39357,2021-01-06 16:35:01Z,Discover
338281,536-34-7814,Zepter,1496.216853,2021-08-22 11:08:11Z,Chase
834117,478-07-6871,Danone,15651.90646,2021-02-04 22:11:13Z,Citibank
834405,031-21-8088,Carrefour,16854.22053,2021-03-04 18:06:46Z,Visa
484321,842-34-2305,Mars,11289.07468,2021-01-06 16:26:19Z,Visa
870601,652-07-4277,Mars,17172.95696,2021-07-18 08:51:45Z,Discover
943869,458-65-8450,Global Print,1056.133576,2021-07-12 21:42:14Z,Discover
756374,760-55-5756,Coca-Cola Company,19274.20769,2021-02-19 05:53:29Z,American Express
788508,664-42-2061,Areon Impex,19369.93652,2021-03-01 12:36:08Z,Wells Fargo
163104,872-51-8188,Amazon.com,1537.798169,2021-02-25 06:28:56Z,Wells Fargo
935409,623-81-7544,21st Century Fox,15701.42106,2021-05-25 01:42:49Z,Chase
228203,170-78-2658,Team Guard SRL,14484.70239,2021-04-24 06:02:41Z,Wells Fargo
450467,481-16-5303,Erickson,6499.026499,2021-01-20 08:37:19Z,MasterCard
284961,682-58-1827,ExxonMobil,15674.49877,2021-04-04 20:31:19Z,Maestro
477280,504-33-0552,Coca-Cola Company,1989.337806,2021-01-16 02:05:49Z,Discover
243259,134-40-3885,Boeing,18492.44246,2021-05-03 17:25:13Z,Visa
300392,438-28-8232,Metro Cash&Carry,14766.66206,2021-04-11 12:07:22Z,Maestro
881481,418-87-2656,Leadertech Consulting,10694.3496,2021-08-15 19:57:51Z,Visa
505262,160-61-7604,21st Century Fox,8956.388759,2021-03-19 02:48:32Z,Maestro
899161,348-14-6088,Coca-Cola Company,10176.90087,2021-06-20 12:24:40Z,Chase
140978,285-83-6186,Comodo,4999.414827,2021-05-12 08:50:05Z,Maestro
603919,811-84-3310,BuzzFeed,11123.91707,2021-08-31 14:29:45Z,Citibank
316045,773-80-8680,Team Guard SRL,10071.15526,2021-01-12 13:32:50Z,Wells Fargo
875040,171-24-1530,Boeing,1321.616601,2021-08-17 17:17:36Z,Wells Fargo
908953,110-44-7471,UPC,16855.95727,2021-04-01 02:09:37Z,UnionPay
433277,425-86-2712,Demaco,5163.750382,2021-07-31 09:03:38Z,UnionPay
628520,830-04-7362,DynCorp,9490.948711,2021-04-23 06:05:55Z,Bank of America
880986,564-28-0407,Telekom,12906.4148,2021-08-12 16:28:34Z,MasterCard
858299,077-14-3850,Team Guard SRL,2728.973249,2021-06-13 21:33:11Z,Maestro
519772,748-68-5701,UPC,18220.76237,2021-04-28 20:05:14Z,MasterCard
602349,348-14-6088,AECOM,46.72846549,2021-08-01 16:45:00Z,Discover
583789,285-83-6186,Facebook,14473.26436,2021-08-06 09:43:00Z,American Express
340370,811-84-3310,Comcast,12772.20323,2021-09-04 10:04:33Z,Discover
935692,773-80-8680,Global Print,12833.59563,2021-09-05 19:19:29Z,Chase
533743,171-24-1530,Areon Impex,14100.2611,2021-02-15 07:36:47Z,MasterCard
723746,110-44-7471,Telekom,7765.792235,2021-08-07 11:52:35Z,Chase
395970,425-86-2712,Zepter,1821.33266,2021-09-01 04:37:37Z,Wells Fargo
320173,830-04-7362,ExxonMobil,1258.217317,2021-04-02 13:43:16Z,Capital One
387391,564-28-0407,Team Guard SRL,13171.19633,2021-02-07 05:56:38Z,Visa
297785,077-14-3850,Comodo,6978.504469,2021-05-28 15:52:18Z,Bank of America
666952,748-68-5701,21st Century Fox,12569.81811,2021-03-07 16:25:30Z,UnionPay
435591,031-57-1657,AECOM,11641.96664,2021-03-18 19:19:19Z,Capital One
387634,142-35-0766,Metro Cash&Carry,15706.62736,2021-01-20 01:01:30Z,Bank of America
596833,145-28-6565,Metro Cash&Carry,18683.79772,2021-04-30 21:25:06Z,Capital One
338562,112-63-6481,Team Guard SRL,9053.511946,2021-08-21 18:58:46Z,MasterCard
492253,853-42-5384,Danone,18742.84612,2021-02-19 22:44:45Z,Visa
